#1:lambda	2:ipr2	3:lambda_err	4:ipr2_err
2.437140e-02	2.005240e-02	2.558877e-04	3.357559e-03
3.112215e-02	1.996655e-02	2.831564e-04	2.993855e-03
3.476446e-02	2.212478e-02	2.349351e-04	3.476511e-03
3.824143e-02	2.342498e-02	1.741982e-04	2.721456e-03
4.163256e-02	2.126888e-02	1.656107e-04	1.451976e-03
4.530026e-02	2.106736e-02	1.004340e-04	1.705279e-03
4.848092e-02	2.062257e-02	1.448207e-04	1.469447e-03
5.177919e-02	2.389310e-02	9.249348e-05	1.919033e-03
5.542309e-02	2.202275e-02	7.931793e-05	1.338678e-03
5.885423e-02	2.552386e-02	1.142750e-04	1.567222e-03
6.223664e-02	2.611567e-02	1.046843e-04	1.886221e-03
6.577991e-02	2.606658e-02	8.973091e-05	1.480625e-03
6.923698e-02	2.702325e-02	5.897853e-05	1.439927e-03
7.268369e-02	2.521761e-02	1.280375e-04	1.236273e-03
7.611015e-02	2.798856e-02	6.362614e-05	1.805790e-03
7.951563e-02	3.268836e-02	1.003562e-04	1.494698e-03
8.316547e-02	3.330755e-02	7.664997e-05	1.402838e-03
8.655080e-02	3.428240e-02	9.878813e-05	1.444260e-03
9.000064e-02	3.654727e-02	6.849477e-05	1.900373e-03
9.361524e-02	3.715068e-02	5.585740e-05	2.051345e-03
9.701555e-02	3.788945e-02	3.683745e-05	1.110603e-03
1.004024e-01	4.172157e-02	8.272309e-05	2.028919e-03
1.039847e-01	4.284174e-02	8.123886e-05	1.570933e-03
1.073405e-01	4.508127e-02	5.751028e-05	2.752564e-03
1.108572e-01	4.661242e-02	6.295770e-05	1.379099e-03
1.142858e-01	5.306474e-02	6.357668e-05	2.330891e-03
1.176753e-01	5.526275e-02	7.467531e-05	1.321210e-03
1.211490e-01	6.154727e-02	5.135643e-05	2.623645e-03
1.245904e-01	6.063877e-02	6.616765e-05	2.735189e-03
1.281342e-01	6.355033e-02	3.937102e-05	3.355327e-03
1.315253e-01	6.458818e-02	6.627302e-05	2.238607e-03
1.349018e-01	7.401979e-02	5.936377e-05	2.088071e-03
1.383647e-01	7.368341e-02	6.116761e-05	4.076659e-03
1.418927e-01	7.970161e-02	3.442807e-05	2.565847e-03
1.454642e-01	8.248199e-02	3.671916e-05	2.563735e-03
1.488050e-01	8.841131e-02	5.237590e-05	1.813488e-03
1.522690e-01	9.180206e-02	3.478850e-05	1.697970e-03
1.556854e-01	9.689347e-02	5.200483e-05	2.065447e-03
1.592517e-01	1.045122e-01	3.939947e-05	1.951542e-03
1.627352e-01	1.072825e-01	4.612692e-05	2.202060e-03
1.661581e-01	1.176300e-01	3.792008e-05	2.648931e-03
1.696248e-01	1.252275e-01	4.703342e-05	1.672620e-03
1.731237e-01	1.298349e-01	3.390171e-05	3.885571e-03
1.765467e-01	1.416994e-01	4.233020e-05	1.706017e-03
1.799575e-01	1.432618e-01	3.662392e-05	2.326411e-03
1.834064e-01	1.535829e-01	3.644665e-05	2.014268e-03
1.869118e-01	1.610505e-01	4.831652e-05	3.286544e-03
1.903501e-01	1.709178e-01	3.518116e-05	2.399580e-03
1.938102e-01	1.731251e-01	2.329671e-05	3.050463e-03
1.972347e-01	1.822136e-01	2.020000e-05	3.039112e-03
2.007691e-01	1.869171e-01	2.831872e-05	2.679259e-03
2.041841e-01	1.997153e-01	3.358100e-05	3.278844e-03
2.076560e-01	2.051621e-01	1.823672e-05	3.449537e-03
2.111047e-01	2.154836e-01	2.228548e-05	2.624405e-03
2.145743e-01	2.200232e-01	2.526088e-05	2.385702e-03
2.180680e-01	2.266543e-01	1.715364e-05	2.235784e-03
2.214845e-01	2.327124e-01	2.654971e-05	2.573222e-03
2.249362e-01	2.394874e-01	2.857612e-05	2.741971e-03
2.284482e-01	2.497454e-01	1.395068e-05	1.710376e-03
2.318575e-01	2.566128e-01	2.665746e-05	2.373333e-03
2.353063e-01	2.626689e-01	1.856851e-05	2.704824e-03
2.387628e-01	2.704576e-01	2.115751e-05	1.729949e-03
2.422650e-01	2.781866e-01	1.513855e-05	2.508600e-03
2.457499e-01	2.848903e-01	1.412665e-05	9.825048e-04
2.491666e-01	2.925292e-01	2.226764e-05	1.794748e-03
2.526118e-01	2.995534e-01	1.998858e-05	1.524485e-03
2.560575e-01	3.071261e-01	1.840095e-05	2.641594e-03
2.595266e-01	3.138907e-01	1.379469e-05	2.474636e-03
2.629766e-01	3.202736e-01	1.326752e-05	1.604086e-03
2.664721e-01	3.284719e-01	1.438356e-05	1.940369e-03
2.699297e-01	3.324335e-01	2.043832e-05	2.025288e-03
2.733883e-01	3.417777e-01	1.707787e-05	1.355392e-03
2.768181e-01	3.470458e-01	1.345028e-05	1.619013e-03
2.802808e-01	3.536738e-01	1.899941e-05	2.266241e-03
2.837613e-01	3.592610e-01	2.134702e-05	1.106309e-03
