#1:lambda	2:ipr2	3:lambda_err	4:ipr2_err
6.310478e-02	9.860706e-03	2.481228e-04	9.864055e-04
6.755646e-02	1.083532e-02	3.188148e-04	1.055468e-03
7.267774e-02	1.022627e-02	2.347931e-04	1.317836e-03
7.611595e-02	1.116481e-02	3.308500e-04	1.161356e-03
8.059970e-02	9.221277e-03	1.976609e-04	9.040094e-04
8.472854e-02	8.320933e-03	3.211002e-04	4.769339e-04
8.942677e-02	8.388704e-03	3.449157e-04	1.045969e-03
9.337034e-02	7.648874e-03	2.434275e-04	3.315064e-04
9.785998e-02	8.656837e-03	2.654848e-04	8.381142e-04
1.018883e-01	8.191549e-03	2.988780e-04	8.679745e-04
1.061898e-01	8.487541e-03	2.196178e-04	5.323103e-04
1.107966e-01	9.501252e-03	2.154003e-04	6.622532e-04
1.152020e-01	8.735045e-03	2.329107e-04	7.460577e-04
1.192256e-01	9.738663e-03	1.843856e-04	8.536689e-04
1.241201e-01	9.654944e-03	1.689993e-04	1.001504e-03
1.279212e-01	1.061493e-02	1.931988e-04	8.093081e-04
1.325721e-01	8.955719e-03	1.470876e-04	4.733608e-04
1.368910e-01	8.836318e-03	1.914230e-04	5.068621e-04
1.413046e-01	9.976016e-03	2.115552e-04	6.428150e-04
1.455234e-01	1.037974e-02	1.797872e-04	5.885239e-04
1.499660e-01	9.918767e-03	1.724429e-04	7.304393e-04
1.541093e-01	1.011377e-02	1.841379e-04	7.532050e-04
1.587117e-01	1.162766e-02	1.847274e-04	1.167575e-03
1.628545e-01	1.228173e-02	7.361972e-05	9.482177e-04
1.672211e-01	1.107737e-02	1.330807e-04	5.743390e-04
1.714862e-01	1.242891e-02	1.820017e-04	8.524036e-04
1.759707e-01	1.389892e-02	1.166012e-04	7.957361e-04
1.802186e-01	1.369070e-02	1.106139e-04	9.438338e-04
1.845160e-01	1.500869e-02	1.490960e-04	9.564291e-04
1.889913e-01	1.495919e-02	8.986918e-05	7.451934e-04
1.932694e-01	1.750742e-02	1.031046e-04	9.517189e-04
1.975058e-01	1.666980e-02	9.613204e-05	1.211361e-03
2.018501e-01	1.715669e-02	1.266151e-04	8.790182e-04
2.063214e-01	1.883409e-02	1.040126e-04	7.767162e-04
2.105445e-01	1.969364e-02	8.831155e-05	5.712211e-04
2.148006e-01	2.324245e-02	6.958770e-05	1.263299e-03
2.191792e-01	2.416164e-02	7.275448e-05	1.342734e-03
2.235736e-01	2.736265e-02	1.047692e-04	1.723022e-03
2.279200e-01	2.922512e-02	7.206148e-05	1.152936e-03
2.321840e-01	3.113745e-02	5.519031e-05	7.548799e-04
2.364426e-01	3.333963e-02	5.052308e-05	2.033145e-03
2.407633e-01	3.572828e-02	9.496142e-05	1.647517e-03
2.452492e-01	4.107515e-02	6.829381e-05	1.947726e-03
2.495437e-01	4.225339e-02	7.939818e-05	1.968368e-03
2.539596e-01	4.849711e-02	6.315131e-05	1.690568e-03
2.581892e-01	5.184486e-02	7.947927e-05	1.971842e-03
2.625910e-01	5.733480e-02	6.846073e-05	2.164730e-03
2.668681e-01	6.827936e-02	5.624525e-05	3.202568e-03
2.710837e-01	7.272028e-02	4.531621e-05	2.780049e-03
2.755938e-01	8.061212e-02	6.426525e-05	2.483184e-03
2.799117e-01	9.082657e-02	3.578592e-05	2.584652e-03
2.842468e-01	1.014941e-01	2.464185e-05	2.689208e-03
2.885283e-01	1.102694e-01	3.924691e-05	2.908902e-03
2.928705e-01	1.270411e-01	3.103177e-05	4.389594e-03
2.973055e-01	1.320365e-01	3.416949e-05	3.077177e-03
3.016223e-01	1.468698e-01	3.211483e-05	3.091577e-03
3.060030e-01	1.597121e-01	2.758082e-05	3.794988e-03
3.103355e-01	1.714223e-01	3.350888e-05	3.054485e-03
3.146200e-01	1.873901e-01	2.890234e-05	4.184808e-03
3.189923e-01	1.977796e-01	1.989564e-05	3.753265e-03
3.233637e-01	2.125224e-01	9.213968e-06	2.996998e-03
3.276271e-01	2.242009e-01	1.763347e-05	3.577783e-03
3.319267e-01	2.367709e-01	2.308191e-05	3.072190e-03
3.363055e-01	2.496745e-01	2.777308e-05	3.349598e-03
3.406579e-01	2.629386e-01	2.410996e-05	3.360816e-03
3.449733e-01	2.763718e-01	2.111495e-05	1.873554e-03
3.493224e-01	2.889629e-01	1.194147e-05	2.549550e-03
3.536613e-01	2.991774e-01	1.987577e-05	2.515536e-03
3.580123e-01	3.113551e-01	1.200472e-05	2.524567e-03
3.623290e-01	3.242466e-01	1.863020e-05	2.104907e-03
3.666770e-01	3.355991e-01	1.792487e-05	2.605726e-03
3.710053e-01	3.492517e-01	2.040374e-05	2.417923e-03
3.753546e-01	3.579042e-01	1.641265e-05	1.354932e-03
3.796827e-01	3.668617e-01	1.637302e-05	1.298257e-03
3.840047e-01	3.769666e-01	1.252932e-05	1.690788e-03
3.883437e-01	3.877803e-01	1.978237e-05	1.540819e-03
3.926931e-01	3.978942e-01	1.167641e-05	1.548807e-03
3.970185e-01	4.077607e-01	1.043783e-05	1.171686e-03
4.013761e-01	4.142490e-01	1.363951e-05	1.421940e-03
4.057193e-01	4.221409e-01	1.517956e-05	1.955178e-03
4.100250e-01	4.293779e-01	1.707806e-05	1.665766e-03
4.143540e-01	4.365506e-01	1.597253e-05	1.129339e-03
4.186941e-01	4.458572e-01	1.356216e-05	1.447699e-03
4.230482e-01	4.507973e-01	1.360698e-05	1.271230e-03
4.273700e-01	4.568559e-01	1.093692e-05	1.540377e-03
4.317144e-01	4.633879e-01	1.307709e-05	1.475445e-03
4.360728e-01	4.682779e-01	1.272975e-05	1.289919e-03
4.403957e-01	4.740944e-01	8.975323e-06	1.065349e-03
4.447207e-01	4.809521e-01	9.719515e-06	1.310025e-03
4.490701e-01	4.848669e-01	1.944201e-05	8.439082e-04
4.534237e-01	4.907834e-01	1.185797e-05	6.682327e-04
4.577363e-01	4.972841e-01	1.105985e-05	9.658946e-04
4.620907e-01	5.005626e-01	1.403266e-05	1.050451e-03
4.664270e-01	5.051483e-01	1.653966e-05	1.006236e-03
4.707635e-01	5.092248e-01	1.392376e-05	6.691364e-04
4.750816e-01	5.135884e-01	1.165669e-05	1.090570e-03
4.794316e-01	5.173507e-01	1.057811e-05	8.086775e-04
4.837651e-01	5.204747e-01	1.399579e-05	9.129032e-04
4.881216e-01	5.239138e-01	1.701489e-05	1.065356e-03
4.924630e-01	5.282575e-01	1.672643e-05	8.797531e-04
4.967978e-01	5.312842e-01	1.367883e-05	9.851470e-04
5.011368e-01	5.338922e-01	1.285209e-05	8.139328e-04
5.054436e-01	5.370865e-01	1.485920e-05	5.527246e-04
5.097488e-01	5.406337e-01	1.934414e-05	7.342122e-04
5.140656e-01	5.430700e-01	1.895470e-05	8.287641e-04
5.182032e-01	5.454324e-01	5.176145e-05	8.039517e-04
5.223191e-01	5.480597e-01	6.436330e-05	8.221903e-04
5.264390e-01	5.497043e-01	9.650841e-05	1.700567e-03
5.305925e-01	5.542718e-01	1.594335e-04	1.655962e-03
