#1:lambda	2:ipr2	3:lambda_err	4:ipr2_err
2.799239e-02	1.999571e-02	2.029739e-04	1.842989e-03
3.139380e-02	2.270206e-02	1.447251e-04	2.954059e-03
3.482431e-02	2.213962e-02	1.231654e-04	1.782122e-03
3.814084e-02	2.508515e-02	1.220481e-04	1.981114e-03
4.165804e-02	2.653044e-02	1.290325e-04	1.913722e-03
4.541676e-02	2.659776e-02	8.703537e-05	1.345177e-03
4.881571e-02	2.651673e-02	1.045025e-04	2.024840e-03
5.224308e-02	2.596997e-02	9.965345e-05	2.201274e-03
5.606451e-02	3.215896e-02	1.078093e-04	1.828115e-03
5.933310e-02	2.980338e-02	1.044727e-04	2.259893e-03
6.291545e-02	3.036745e-02	7.105538e-05	1.139512e-03
6.667019e-02	3.302452e-02	7.860965e-05	1.559686e-03
7.001356e-02	3.461292e-02	1.081405e-04	1.736299e-03
7.358231e-02	3.467665e-02	1.185737e-04	1.816191e-03
7.705327e-02	3.315070e-02	1.113906e-04	1.790296e-03
8.053227e-02	3.748672e-02	6.238987e-05	1.799917e-03
8.409838e-02	3.892490e-02	4.580446e-05	1.701204e-03
8.754136e-02	4.032208e-02	6.694260e-05	1.562655e-03
9.114732e-02	4.209922e-02	6.946991e-05	2.240662e-03
9.468071e-02	4.726106e-02	6.583275e-05	2.050844e-03
9.832725e-02	4.611510e-02	1.927514e-05	1.628567e-03
1.017956e-01	4.628640e-02	5.556289e-05	2.298583e-03
1.052937e-01	5.136357e-02	4.771633e-05	2.268665e-03
1.089123e-01	5.347305e-02	7.274276e-05	1.919029e-03
1.124411e-01	5.599530e-02	6.083732e-05	1.481072e-03
1.159208e-01	5.843398e-02	5.255824e-05	2.532165e-03
1.195708e-01	6.105416e-02	6.655652e-05	1.704484e-03
1.231116e-01	6.557130e-02	7.865898e-05	2.604995e-03
1.265221e-01	7.024604e-02	5.276528e-05	1.661252e-03
1.301154e-01	6.949210e-02	6.612287e-05	3.172380e-03
1.336403e-01	7.499417e-02	5.853496e-05	1.936909e-03
1.372957e-01	7.883396e-02	6.434702e-05	2.018192e-03
1.407068e-01	8.398645e-02	4.437758e-05	2.862061e-03
1.442914e-01	8.795902e-02	4.355969e-05	2.273163e-03
1.478384e-01	9.098940e-02	3.297591e-05	2.347678e-03
1.513118e-01	9.706895e-02	5.382843e-05	3.578491e-03
1.548772e-01	1.006703e-01	3.199123e-05	2.505749e-03
1.583808e-01	1.074256e-01	3.946775e-05	2.520185e-03
1.619694e-01	1.135746e-01	2.067747e-05	2.188959e-03
1.654603e-01	1.168359e-01	3.324308e-05	2.071226e-03
1.690598e-01	1.262444e-01	2.730907e-05	2.935170e-03
1.725185e-01	1.292460e-01	3.450009e-05	3.453757e-03
1.760976e-01	1.352217e-01	2.545250e-05	2.739484e-03
1.796661e-01	1.419252e-01	3.290183e-05	2.476405e-03
1.831995e-01	1.477742e-01	4.358548e-05	2.938130e-03
1.866911e-01	1.566014e-01	2.283491e-05	2.608454e-03
1.902385e-01	1.615698e-01	1.983340e-05	2.298921e-03
1.937627e-01	1.713124e-01	3.764455e-05	2.476147e-03
1.973414e-01	1.790135e-01	2.491647e-05	2.537738e-03
2.009088e-01	1.863314e-01	1.623044e-05	4.408904e-03
2.044044e-01	1.900146e-01	3.389299e-05	4.047838e-03
2.079852e-01	1.988458e-01	2.685311e-05	2.159337e-03
2.114729e-01	2.024503e-01	2.823589e-05	1.880535e-03
2.150209e-01	2.097996e-01	3.277830e-05	2.948812e-03
2.185691e-01	2.185868e-01	2.221757e-05	3.086677e-03
2.220669e-01	2.290169e-01	1.798266e-05	2.225435e-03
2.255937e-01	2.319256e-01	2.873060e-05	2.415819e-03
2.292017e-01	2.372155e-01	1.383230e-05	3.118141e-03
2.327204e-01	2.428329e-01	2.587253e-05	2.888327e-03
2.362401e-01	2.495669e-01	2.381187e-05	2.918811e-03
2.397865e-01	2.603606e-01	1.340933e-05	2.249809e-03
2.433495e-01	2.684171e-01	2.198870e-05	2.891741e-03
2.468252e-01	2.758330e-01	2.634744e-05	1.699592e-03
2.503723e-01	2.805256e-01	2.168908e-05	1.630061e-03
2.539163e-01	2.900436e-01	2.142408e-05	2.127312e-03
2.574623e-01	2.938932e-01	2.922990e-05	1.725573e-03
2.610110e-01	2.996116e-01	2.819000e-05	1.956088e-03
2.645589e-01	3.064380e-01	2.180095e-05	2.072389e-03
2.681051e-01	3.144271e-01	1.929952e-05	1.920152e-03
2.716126e-01	3.197939e-01	2.609114e-05	1.767848e-03
2.751077e-01	3.254557e-01	1.906129e-05	1.647037e-03
2.786836e-01	3.300964e-01	8.750860e-06	1.752175e-03
2.821835e-01	3.364316e-01	1.042889e-05	9.107487e-04
2.857610e-01	3.413217e-01	1.879077e-05	1.749139e-03
2.892773e-01	3.471811e-01	1.832899e-05	1.152143e-03
2.928077e-01	3.526099e-01	1.784803e-05	1.195097e-03
2.963787e-01	3.569067e-01	1.616432e-05	2.094245e-03
2.999403e-01	3.636517e-01	1.330783e-05	1.515120e-03
3.034531e-01	3.660375e-01	1.837823e-05	1.563165e-03
3.069625e-01	3.713163e-01	1.444539e-05	1.592562e-03
3.105412e-01	3.754214e-01	1.017102e-05	1.598875e-03
3.140966e-01	3.796977e-01	1.723503e-05	1.543689e-03
3.176027e-01	3.856493e-01	1.889846e-05	7.563337e-04
3.211333e-01	3.894749e-01	1.919724e-05	1.306590e-03
3.246776e-01	3.945560e-01	1.407292e-05	6.396397e-04
3.282486e-01	3.990082e-01	1.743282e-05	1.015232e-03
3.317561e-01	4.030759e-01	1.892108e-05	1.367370e-03
3.352991e-01	4.084236e-01	1.849977e-05	6.661947e-04
3.388501e-01	4.122838e-01	1.282634e-05	1.021724e-03
3.423550e-01	4.153720e-01	1.438450e-05	8.632850e-04
3.458979e-01	4.197989e-01	1.569066e-05	8.088158e-04
3.494498e-01	4.229767e-01	1.527741e-05	1.360263e-03
3.529708e-01	4.272104e-01	1.356288e-05	1.217743e-03
