#1:lambda	2:ipr2	3:lambda_err	4:ipr2_err
1.322844e-02	2.663752e-02	2.271380e-04	3.696628e-03
1.659896e-02	2.927500e-02	1.270056e-04	3.803835e-03
1.975038e-02	3.095219e-02	1.436579e-04	3.635101e-03
2.309231e-02	3.332301e-02	1.521876e-04	2.169984e-03
2.644364e-02	3.722093e-02	1.116078e-04	1.025441e-03
2.960409e-02	3.546926e-02	1.352230e-04	1.746278e-03
3.291006e-02	3.810650e-02	6.098178e-05	1.590392e-03
3.631609e-02	4.111146e-02	1.284296e-04	1.778883e-03
3.966342e-02	4.278831e-02	5.946054e-05	1.736032e-03
4.304359e-02	4.567253e-02	6.357521e-05	1.036299e-03
4.633821e-02	4.829278e-02	5.310980e-05	1.168236e-03
4.964287e-02	5.340036e-02	5.720168e-05	1.431427e-03
5.306638e-02	5.444062e-02	4.022150e-05	1.547673e-03
5.630055e-02	5.604001e-02	5.585776e-05	1.747283e-03
5.968945e-02	6.006274e-02	2.729797e-05	2.273339e-03
6.300182e-02	6.569192e-02	4.953683e-05	2.273784e-03
6.638664e-02	6.626165e-02	5.768915e-05	1.378723e-03
6.967441e-02	7.074046e-02	4.405616e-05	1.790764e-03
7.305420e-02	7.392948e-02	4.829460e-05	1.435955e-03
7.637208e-02	7.823934e-02	5.542077e-05	1.948130e-03
7.972529e-02	8.190584e-02	3.565279e-05	2.107978e-03
8.303478e-02	8.402007e-02	2.739708e-05	1.857189e-03
8.639865e-02	8.742596e-02	5.391518e-05	2.243308e-03
8.978461e-02	9.685320e-02	5.298267e-05	2.262105e-03
9.305924e-02	9.442651e-02	2.544280e-05	1.813665e-03
9.638525e-02	9.901805e-02	2.588826e-05	1.960568e-03
9.974196e-02	1.044095e-01	1.942260e-05	1.930602e-03
1.030627e-01	1.080950e-01	3.216487e-05	1.725674e-03
1.064398e-01	1.132830e-01	3.134593e-05	2.250637e-03
1.097570e-01	1.190180e-01	2.417059e-05	1.627550e-03
1.130698e-01	1.225786e-01	2.904750e-05	2.415488e-03
1.164323e-01	1.279444e-01	1.697728e-05	2.538215e-03
1.197588e-01	1.330145e-01	3.257364e-05	2.197534e-03
1.230796e-01	1.382502e-01	1.992837e-05	1.520139e-03
1.264968e-01	1.449475e-01	2.246096e-05	2.126941e-03
1.297699e-01	1.492325e-01	2.269673e-05	1.645910e-03
1.331253e-01	1.525441e-01	2.696713e-05	1.798508e-03
1.364825e-01	1.575723e-01	1.980150e-05	2.190034e-03
1.398214e-01	1.657446e-01	1.861713e-05	1.845383e-03
1.431696e-01	1.730826e-01	2.930178e-05	2.248699e-03
1.464985e-01	1.767553e-01	1.529506e-05	2.049864e-03
1.498331e-01	1.827932e-01	1.805223e-05	2.270642e-03
1.531289e-01	1.875994e-01	2.767698e-05	2.653751e-03
1.565181e-01	1.930098e-01	1.601465e-05	2.406557e-03
1.598680e-01	2.001538e-01	1.596850e-05	2.557710e-03
1.631768e-01	2.047711e-01	1.798284e-05	1.758789e-03
1.665272e-01	2.101723e-01	1.204068e-05	2.127339e-03
1.698883e-01	2.182225e-01	1.453458e-05	1.724028e-03
1.732482e-01	2.225297e-01	1.587274e-05	1.446966e-03
1.765568e-01	2.280711e-01	1.997135e-05	1.616757e-03
1.798851e-01	2.347326e-01	1.875284e-05	1.945067e-03
1.831931e-01	2.412987e-01	1.715227e-05	1.423400e-03
1.865503e-01	2.458518e-01	1.706902e-05	1.543382e-03
1.899009e-01	2.506907e-01	1.637302e-05	1.430099e-03
1.932433e-01	2.554831e-01	1.064996e-05	1.737251e-03
1.965683e-01	2.605363e-01	9.227804e-06	1.462368e-03
1.999173e-01	2.667147e-01	1.954070e-05	1.492463e-03
2.032630e-01	2.725375e-01	1.853457e-05	1.192737e-03
2.065908e-01	2.783599e-01	1.762620e-05	1.112653e-03
