#1:lambda	2:ipr2	3:lambda_err	4:ipr2_err
2.825954e-01	9.556307e-03	3.383536e-04	1.000908e-03
2.906102e-01	7.994605e-03	2.993393e-04	1.351109e-03
2.944944e-01	1.233664e-02	2.577235e-04	9.514959e-04
2.987177e-01	1.238465e-02	2.652391e-04	1.390809e-03
3.024780e-01	1.144462e-02	3.287939e-04	1.374027e-03
3.065132e-01	1.023703e-02	2.205805e-04	1.036055e-03
3.107308e-01	1.330048e-02	1.859610e-04	1.352671e-03
3.146402e-01	1.389593e-02	1.385339e-04	1.156114e-03
3.183816e-01	1.326911e-02	2.070355e-04	7.329578e-04
3.223934e-01	1.541183e-02	1.562695e-04	1.415226e-03
3.261978e-01	1.666393e-02	1.821336e-04	1.309548e-03
3.296135e-01	1.888615e-02	1.446230e-04	1.454337e-03
3.341245e-01	1.992011e-02	1.085501e-04	1.397628e-03
3.380314e-01	2.115249e-02	1.153835e-04	1.553469e-03
3.419192e-01	2.470271e-02	1.433784e-04	1.719211e-03
3.459873e-01	2.321097e-02	1.062492e-04	1.556722e-03
3.496452e-01	2.473745e-02	1.154087e-04	1.541627e-03
3.536548e-01	2.826794e-02	9.491751e-05	1.564633e-03
3.577326e-01	3.230919e-02	9.704194e-05	2.025602e-03
3.617738e-01	3.831861e-02	1.111447e-04	2.103176e-03
3.657519e-01	3.808334e-02	1.044602e-04	3.021498e-03
3.698758e-01	4.701457e-02	6.168793e-05	1.354500e-03
3.737846e-01	5.301757e-02	7.598479e-05	2.111271e-03
3.777529e-01	6.225968e-02	1.002115e-04	2.019023e-03
3.816204e-01	7.357256e-02	3.519328e-05	2.399001e-03
3.855287e-01	7.941869e-02	5.986942e-05	3.274859e-03
3.893975e-01	9.041307e-02	6.201529e-05	2.900199e-03
3.933816e-01	9.974718e-02	4.539039e-05	4.974849e-03
3.973720e-01	1.113953e-01	6.997666e-05	3.594600e-03
4.012829e-01	1.352060e-01	3.398695e-05	5.398495e-03
4.052622e-01	1.527411e-01	5.042292e-05	2.656722e-03
4.092613e-01	1.712361e-01	2.683566e-05	4.337166e-03
4.131253e-01	1.828337e-01	4.540078e-05	4.500688e-03
4.170834e-01	2.064054e-01	2.849279e-05	2.383043e-03
4.210104e-01	2.278932e-01	3.121901e-05	4.210499e-03
4.249734e-01	2.453690e-01	2.337724e-05	3.894941e-03
4.289046e-01	2.585158e-01	2.973401e-05	4.057838e-03
4.329137e-01	2.824812e-01	1.927126e-05	5.287940e-03
4.368968e-01	3.039716e-01	3.541060e-05	4.754714e-03
4.408135e-01	3.239097e-01	1.834701e-05	3.538657e-03
4.447375e-01	3.416822e-01	2.383120e-05	4.009341e-03
4.486827e-01	3.563653e-01	2.179344e-05	4.786268e-03
4.526329e-01	3.762123e-01	4.072828e-05	3.733532e-03
4.566293e-01	3.895197e-01	1.512372e-05	4.226020e-03
4.605666e-01	4.042685e-01	1.163908e-05	4.317213e-03
4.644703e-01	4.193880e-01	1.775012e-05	4.397345e-03
4.684559e-01	4.333524e-01	1.339411e-05	3.826859e-03
4.724466e-01	4.463256e-01	1.855692e-05	3.589838e-03
4.763991e-01	4.569367e-01	1.590274e-05	2.556131e-03
4.803102e-01	4.739415e-01	1.652286e-05	2.690004e-03
4.842457e-01	4.812246e-01	1.286343e-05	2.705692e-03
4.881902e-01	4.916249e-01	2.077600e-05	2.411077e-03
4.921669e-01	5.033367e-01	1.837726e-05	2.481305e-03
4.961364e-01	5.112457e-01	1.645744e-05	1.814092e-03
5.001001e-01	5.212619e-01	1.300287e-05	2.079522e-03
5.040026e-01	5.296439e-01	1.818800e-05	2.221629e-03
5.079854e-01	5.384150e-01	1.415706e-05	1.606509e-03
5.119225e-01	5.465145e-01	1.023793e-05	1.270744e-03
5.158686e-01	5.520543e-01	1.228493e-05	1.767303e-03
5.198170e-01	5.584122e-01	9.746510e-06	1.837690e-03
5.237821e-01	5.653871e-01	1.464275e-05	1.515261e-03
5.277505e-01	5.703639e-01	1.338543e-05	1.486892e-03
5.316872e-01	5.758654e-01	1.404329e-05	1.433599e-03
5.356604e-01	5.811095e-01	1.769727e-05	1.690013e-03
5.396327e-01	5.858671e-01	1.200834e-05	7.857837e-04
5.435145e-01	5.897101e-01	2.338144e-05	1.191043e-03
5.474335e-01	5.945175e-01	2.778314e-05	1.096864e-03
5.513167e-01	5.977770e-01	4.305653e-05	1.590080e-03
5.551645e-01	6.025869e-01	7.395508e-05	1.168545e-03
5.588230e-01	6.035886e-01	6.124386e-05	1.889997e-03
5.626028e-01	6.058127e-01	1.993988e-04	2.853116e-03
