#1:lambda	2:ipr2	3:lambda_err	4:ipr2_err
2.938782e-02	1.769793e-02	3.518839e-04	2.102993e-03
3.326936e-02	1.648093e-02	2.760429e-04	1.054226e-03
3.688558e-02	1.653989e-02	2.166462e-04	1.586041e-03
4.047841e-02	1.834854e-02	2.953656e-04	1.569619e-03
4.419235e-02	1.693064e-02	1.951743e-04	1.435515e-03
4.756605e-02	1.643406e-02	2.588197e-04	2.074684e-03
5.138064e-02	1.708852e-02	1.465143e-04	1.163183e-03
5.532394e-02	1.578799e-02	1.545666e-04	9.734727e-04
5.911159e-02	1.620090e-02	1.393675e-04	1.797089e-03
6.246230e-02	1.684712e-02	1.430813e-04	1.675861e-03
6.616640e-02	1.432753e-02	2.024997e-04	1.146788e-03
7.023845e-02	1.617093e-02	8.053141e-05	1.266719e-03
7.388488e-02	1.654759e-02	1.395291e-04	8.063507e-04
7.773182e-02	1.663438e-02	1.455604e-04	7.351667e-04
8.130718e-02	1.752623e-02	9.023276e-05	9.850879e-04
8.513113e-02	1.755844e-02	1.110541e-04	1.018661e-03
8.878215e-02	1.896966e-02	1.174758e-04	1.344889e-03
9.236257e-02	1.858108e-02	6.622607e-05	4.882290e-04
9.625857e-02	2.090147e-02	8.500719e-05	9.623103e-04
9.988853e-02	1.996693e-02	9.696096e-05	1.359192e-03
1.036300e-01	2.019143e-02	8.218759e-05	9.734736e-04
1.074709e-01	2.091788e-02	8.988171e-05	1.042143e-03
1.111737e-01	1.972450e-02	9.433808e-05	4.340779e-04
1.150267e-01	2.132033e-02	7.990484e-05	1.307580e-03
1.184719e-01	2.575617e-02	8.663078e-05	1.394348e-03
1.224466e-01	2.572125e-02	6.034944e-05	1.221202e-03
1.260738e-01	2.631969e-02	7.425898e-05	1.865421e-03
1.299480e-01	2.765944e-02	7.245464e-05	1.588990e-03
1.336831e-01	3.032532e-02	7.379117e-05	1.078522e-03
1.373053e-01	3.128776e-02	7.609978e-05	5.068992e-04
1.410301e-01	3.312883e-02	5.343499e-05	1.551213e-03
1.447214e-01	3.571754e-02	5.243844e-05	2.384638e-03
1.484791e-01	3.806753e-02	3.716476e-05	1.549144e-03
1.522950e-01	4.085414e-02	6.187886e-05	1.357140e-03
1.559520e-01	4.082810e-02	5.519553e-05	1.464480e-03
1.596659e-01	4.512149e-02	9.009341e-05	1.810931e-03
1.633951e-01	4.811923e-02	3.258187e-05	1.375834e-03
1.671741e-01	5.128797e-02	4.637130e-05	2.037505e-03
1.708431e-01	5.883024e-02	4.167354e-05	1.744407e-03
1.746287e-01	6.317933e-02	7.241133e-05	2.496878e-03
1.784089e-01	6.527293e-02	5.315839e-05	1.935633e-03
1.820713e-01	7.018122e-02	5.972960e-05	1.846697e-03
1.857626e-01	7.320388e-02	3.694692e-05	1.692069e-03
1.895493e-01	8.115569e-02	4.863928e-05	1.637574e-03
1.933044e-01	8.340985e-02	4.731713e-05	1.577357e-03
1.969028e-01	9.190718e-02	2.975118e-05	1.003494e-03
2.007353e-01	1.005729e-01	4.473354e-05	8.638080e-04
2.044736e-01	1.073843e-01	2.939840e-05	2.044716e-03
2.081473e-01	1.108219e-01	4.124303e-05	2.782650e-03
2.119326e-01	1.185925e-01	3.556473e-05	2.960876e-03
2.156936e-01	1.298271e-01	3.429541e-05	2.660630e-03
2.194523e-01	1.378807e-01	2.332533e-05	3.112320e-03
2.231969e-01	1.467192e-01	4.273581e-05	2.663658e-03
2.268663e-01	1.533223e-01	2.994903e-05	2.317897e-03
2.306071e-01	1.646786e-01	2.324967e-05	2.398007e-03
2.343649e-01	1.715240e-01	4.417184e-05	2.676472e-03
2.380540e-01	1.771412e-01	2.921932e-05	2.225698e-03
2.417770e-01	1.899125e-01	3.057607e-05	2.253701e-03
2.455048e-01	2.016369e-01	2.381116e-05	2.496872e-03
2.492662e-01	2.106080e-01	2.053985e-05	1.374007e-03
2.529801e-01	2.206335e-01	1.986052e-05	3.179209e-03
2.567123e-01	2.316484e-01	2.021154e-05	2.226513e-03
2.604477e-01	2.380784e-01	2.531302e-05	2.256231e-03
2.641476e-01	2.498486e-01	1.933259e-05	1.415078e-03
2.678912e-01	2.572915e-01	2.830367e-05	2.344327e-03
2.716315e-01	2.652207e-01	2.573366e-05	2.288555e-03
2.753812e-01	2.722750e-01	2.368187e-05	1.853139e-03
2.790972e-01	2.830125e-01	1.149323e-05	1.609618e-03
2.828319e-01	2.905394e-01	1.646702e-05	1.845553e-03
2.865717e-01	2.981527e-01	1.306919e-05	1.418726e-03
2.902813e-01	3.067609e-01	1.339287e-05	1.291418e-03
2.939911e-01	3.150511e-01	2.444677e-05	1.574787e-03
2.977409e-01	3.251739e-01	1.788493e-05	2.019812e-03
3.015050e-01	3.299340e-01	1.341650e-05	1.364757e-03
3.052124e-01	3.390961e-01	2.129629e-05	1.678458e-03
3.089417e-01	3.476287e-01	1.553351e-05	2.143128e-03
3.126857e-01	3.520024e-01	1.358918e-05	1.306171e-03
3.164049e-01	3.604154e-01	2.120005e-05	9.142456e-04
3.201592e-01	3.678270e-01	1.814978e-05	1.694145e-03
3.238780e-01	3.754599e-01	2.051716e-05	1.087272e-03
3.276015e-01	3.823979e-01	1.408656e-05	1.248150e-03
3.313043e-01	3.886443e-01	1.489251e-05	1.491397e-03
3.350674e-01	3.938247e-01	1.165105e-05	8.310447e-04
3.388139e-01	4.004159e-01	1.355657e-05	8.643431e-04
3.425359e-01	4.046788e-01	9.592912e-06	1.072123e-03
3.462798e-01	4.113084e-01	1.333877e-05	6.534347e-04
3.500000e-01	4.161287e-01	1.279747e-05	1.003360e-03
3.537270e-01	4.223746e-01	1.157725e-05	1.209300e-03
3.574441e-01	4.265276e-01	1.611891e-05	1.022851e-03
3.611829e-01	4.312255e-01	7.035812e-06	1.494876e-03
3.649358e-01	4.375779e-01	1.109060e-05	7.173175e-04
3.686797e-01	4.417275e-01	1.390759e-05	9.336690e-04
3.723912e-01	4.454200e-01	1.360379e-05	1.083242e-03
3.761119e-01	4.496506e-01	1.045481e-05	1.134883e-03
3.798457e-01	4.537101e-01	1.370230e-05	9.511135e-04
3.835713e-01	4.585460e-01	1.642114e-05	9.666709e-04
3.873004e-01	4.624446e-01	1.041140e-05	8.171566e-04
3.910307e-01	4.663610e-01	1.457785e-05	8.159731e-04
3.947504e-01	4.714023e-01	1.395106e-05	1.260359e-03
3.985013e-01	4.747487e-01	9.364417e-06	8.784017e-04
4.022431e-01	4.782770e-01	1.152605e-05	1.035047e-03
4.059557e-01	4.811991e-01	7.720542e-06	8.929799e-04
4.097000e-01	4.844103e-01	7.815322e-06	8.588614e-04
4.134538e-01	4.877953e-01	7.965998e-06	9.429112e-04
4.171764e-01	4.910786e-01	1.031083e-05	7.463866e-04
4.208970e-01	4.951441e-01	1.246432e-05	9.353024e-04
4.246267e-01	4.969293e-01	1.026820e-05	8.816218e-04
4.283578e-01	5.002274e-01	1.013280e-05	6.514195e-04
4.320708e-01	5.023808e-01	1.369420e-05	7.397295e-04
4.357350e-01	5.050017e-01	2.568037e-05	6.897950e-04
4.394115e-01	5.079937e-01	2.840943e-05	7.432675e-04
4.429925e-01	5.100588e-01	4.248696e-05	9.923181e-04
4.466242e-01	5.117941e-01	7.955973e-05	8.721008e-04
4.501573e-01	5.132970e-01	9.135016e-05	8.741838e-04
4.540462e-01	5.175846e-01	1.076670e-04	1.737717e-03
