#1:lambda	2:ipr2	3:lambda_err	4:ipr2_err
2.286885e-01	4.486350e-03	4.783440e-04	7.517853e-04
2.350791e-01	4.073399e-03	3.053519e-04	6.296686e-04
2.400499e-01	4.798176e-03	3.647630e-04	1.149456e-03
2.458934e-01	4.372930e-03	3.325567e-04	7.865734e-04
2.512029e-01	7.577908e-03	3.366922e-04	1.644330e-03
2.567124e-01	5.936786e-03	4.093985e-04	1.257413e-03
2.675567e-01	5.477569e-03	2.907764e-04	4.781598e-04
2.727724e-01	5.447291e-03	4.934342e-04	2.170813e-03
2.784377e-01	9.147797e-03	3.834509e-04	2.658924e-03
2.841534e-01	5.582362e-03	3.908618e-04	7.341534e-04
2.891741e-01	1.354294e-02	4.331341e-04	2.660801e-03
2.944297e-01	6.919012e-03	2.960480e-04	1.553682e-03
3.000778e-01	6.947348e-03	1.758646e-04	1.476783e-03
3.053488e-01	6.349261e-03	1.912735e-04	9.047863e-04
3.110638e-01	1.031949e-02	2.459056e-04	1.521221e-03
3.161807e-01	7.397692e-03	3.068017e-04	6.244774e-04
3.218210e-01	1.143814e-02	2.540394e-04	1.528525e-03
3.270034e-01	1.058749e-02	1.394788e-04	1.192468e-03
3.323199e-01	1.227844e-02	2.012010e-04	1.311660e-03
3.378244e-01	1.257747e-02	3.511732e-04	8.121514e-04
3.435912e-01	1.467193e-02	2.108283e-04	9.812166e-04
3.486372e-01	1.530914e-02	1.424625e-04	1.080122e-03
3.543091e-01	1.801154e-02	1.086613e-04	1.765757e-03
3.599489e-01	1.855804e-02	1.703451e-04	1.128433e-03
3.651065e-01	2.280377e-02	1.121676e-04	1.359558e-03
3.703757e-01	2.630168e-02	9.512341e-05	2.019388e-03
3.758988e-01	2.798705e-02	1.126624e-04	1.426731e-03
3.814689e-01	2.906063e-02	1.288005e-04	1.401660e-03
3.867630e-01	3.746456e-02	1.326902e-04	1.190235e-03
3.919997e-01	4.060084e-02	5.063059e-05	2.215203e-03
3.975603e-01	4.407307e-02	1.004189e-04	2.281710e-03
4.028417e-01	4.952588e-02	5.681161e-05	1.561153e-03
4.083088e-01	5.791018e-02	6.995025e-05	1.856857e-03
4.139769e-01	7.051147e-02	8.201325e-05	2.317996e-03
4.192842e-01	8.428634e-02	7.383076e-05	3.439658e-03
4.245581e-01	9.146903e-02	6.243360e-05	3.089885e-03
4.300062e-01	1.056350e-01	5.882052e-05	1.597029e-03
4.355643e-01	1.268726e-01	5.896899e-05	2.974062e-03
4.408985e-01	1.443595e-01	2.702038e-05	3.012675e-03
4.462512e-01	1.610945e-01	3.697939e-05	1.934785e-03
4.517452e-01	1.817935e-01	4.353340e-05	3.241708e-03
4.571337e-01	2.033056e-01	4.675998e-05	2.219705e-03
4.625585e-01	2.232421e-01	1.496583e-05	3.155763e-03
4.679607e-01	2.494010e-01	3.344581e-05	3.948678e-03
4.734364e-01	2.717036e-01	2.740633e-05	2.427837e-03
4.788480e-01	2.891064e-01	2.346767e-05	3.416105e-03
4.841994e-01	3.110379e-01	2.285772e-05	3.768773e-03
4.896023e-01	3.289479e-01	2.580554e-05	2.279478e-03
4.950836e-01	3.477788e-01	1.784880e-05	2.163263e-03
5.004856e-01	3.674741e-01	2.216005e-05	2.021489e-03
5.058909e-01	3.840574e-01	2.422242e-05	1.725146e-03
5.112897e-01	3.992755e-01	2.439904e-05	1.243971e-03
5.167389e-01	4.161114e-01	1.148683e-05	9.943815e-04
5.221198e-01	4.299601e-01	1.951375e-05	1.599977e-03
5.275522e-01	4.423709e-01	1.682818e-05	1.416916e-03
5.329638e-01	4.564868e-01	1.093760e-05	1.561595e-03
5.383701e-01	4.656767e-01	1.433159e-05	1.700917e-03
5.437917e-01	4.764967e-01	1.641036e-05	1.319496e-03
5.492204e-01	4.859031e-01	1.580329e-05	1.740767e-03
5.546326e-01	4.965615e-01	1.744765e-05	1.562460e-03
5.600447e-01	5.062504e-01	1.460960e-05	1.451530e-03
5.654775e-01	5.135373e-01	1.255974e-05	1.580932e-03
5.709068e-01	5.200772e-01	8.328450e-06	1.402178e-03
5.763109e-01	5.266298e-01	8.700781e-06	9.065987e-04
