#1:lambda	2:ipr2	3:lambda_err	4:ipr2_err
3.435647e-02	1.565099e-02	2.149686e-04	1.503612e-03
3.795268e-02	1.658629e-02	1.806512e-04	1.431424e-03
4.191963e-02	1.554217e-02	2.027580e-04	1.998843e-03
4.591762e-02	1.694817e-02	1.656296e-04	1.101696e-03
5.016488e-02	1.779965e-02	1.341582e-04	1.324287e-03
5.364463e-02	1.525386e-02	1.377834e-04	9.988117e-04
5.782333e-02	1.747937e-02	1.398439e-04	1.506743e-03
6.154560e-02	1.789670e-02	8.337194e-05	1.098335e-03
6.566200e-02	1.815906e-02	1.013013e-04	1.380429e-03
6.954050e-02	1.813967e-02	7.748363e-05	1.028142e-03
7.326684e-02	1.984068e-02	9.628645e-05	1.467113e-03
7.740570e-02	1.899178e-02	9.552969e-05	9.002190e-04
8.134598e-02	2.147304e-02	1.050336e-04	1.462049e-03
8.526784e-02	2.060616e-02	1.027385e-04	1.499774e-03
8.915279e-02	1.928925e-02	8.948842e-05	8.928853e-04
9.309783e-02	2.145967e-02	9.241527e-05	1.137571e-03
9.700784e-02	2.139282e-02	6.391317e-05	8.050889e-04
1.010448e-01	2.271451e-02	4.632525e-05	1.271620e-03
1.050322e-01	2.209108e-02	8.148968e-05	1.166271e-03
1.088920e-01	2.383131e-02	7.127475e-05	7.871855e-04
1.128825e-01	2.441308e-02	8.485722e-05	1.414353e-03
1.168217e-01	2.542375e-02	6.136932e-05	1.043785e-03
1.207406e-01	2.643649e-02	6.673499e-05	1.089432e-03
1.246970e-01	2.832911e-02	5.758160e-05	9.716182e-04
1.286100e-01	3.018277e-02	3.251396e-05	1.179578e-03
1.324571e-01	3.035615e-02	7.707517e-05	1.355797e-03
1.365036e-01	3.305517e-02	8.189418e-05	1.090578e-03
1.405438e-01	3.422627e-02	5.523464e-05	1.194461e-03
1.444181e-01	3.711809e-02	6.195715e-05	1.542861e-03
1.482329e-01	4.007648e-02	6.641716e-05	1.702397e-03
1.522705e-01	4.163987e-02	3.938811e-05	7.911448e-04
1.563419e-01	4.638355e-02	7.313374e-05	1.567198e-03
1.602526e-01	4.508247e-02	5.455188e-05	1.246299e-03
1.640631e-01	4.985866e-02	5.929117e-05	2.186894e-03
1.679317e-01	5.328655e-02	5.721491e-05	1.380037e-03
1.719516e-01	5.617398e-02	5.163293e-05	1.521087e-03
