#1:lambda	2:ipr2	3:lambda_err	4:ipr2_err
7.468921e-03	2.462909e-02	2.481670e-04	3.435422e-03
1.001583e-02	2.403975e-02	2.298068e-04	2.096769e-03
1.293767e-02	2.800254e-02	1.204020e-04	2.860120e-03
1.598203e-02	3.235044e-02	1.673022e-04	1.323881e-03
1.838492e-02	2.747653e-02	1.464866e-04	2.077910e-03
2.112139e-02	3.464264e-02	9.937478e-05	2.824881e-03
2.385001e-02	3.443180e-02	6.573462e-05	1.816306e-03
2.646894e-02	4.248440e-02	1.074797e-04	2.311304e-03
2.915955e-02	4.053412e-02	8.326860e-05	2.261783e-03
3.204050e-02	4.313338e-02	9.365136e-05	1.889164e-03
3.460148e-02	4.886848e-02	7.833898e-05	3.128302e-03
3.744392e-02	5.054885e-02	6.159598e-05	2.452993e-03
4.002932e-02	5.492558e-02	4.615218e-05	2.695138e-03
4.274551e-02	5.524967e-02	4.844653e-05	2.861004e-03
4.542436e-02	6.006492e-02	4.224871e-05	1.452460e-03
4.813831e-02	6.440155e-02	5.103072e-05	2.161700e-03
5.100382e-02	6.938093e-02	4.385593e-05	2.833031e-03
5.364584e-02	7.522071e-02	5.094925e-05	1.853086e-03
5.633736e-02	7.848148e-02	5.608574e-05	1.679828e-03
5.909919e-02	8.542445e-02	4.768234e-05	3.107535e-03
6.175430e-02	8.586540e-02	2.492729e-05	2.319523e-03
6.451084e-02	9.185702e-02	3.700557e-05	2.282973e-03
6.719577e-02	1.005077e-01	3.138301e-05	2.445964e-03
6.996408e-02	1.002818e-01	4.012657e-05	2.277383e-03
7.272860e-02	1.093237e-01	3.214743e-05	3.607007e-03
7.533725e-02	1.151937e-01	2.983002e-05	3.576525e-03
7.805739e-02	1.197336e-01	3.410565e-05	2.918417e-03
8.086289e-02	1.249479e-01	3.535218e-05	2.452552e-03
8.358892e-02	1.308450e-01	2.971838e-05	2.323308e-03
8.626392e-02	1.352325e-01	3.728787e-05	2.974701e-03
8.899552e-02	1.379314e-01	3.247334e-05	2.838165e-03
9.167892e-02	1.443609e-01	1.830546e-05	2.579853e-03
9.445413e-02	1.484663e-01	1.967279e-05	2.285550e-03
9.714742e-02	1.535486e-01	2.608761e-05	1.955959e-03
9.981925e-02	1.624689e-01	2.824040e-05	2.611954e-03
1.025334e-01	1.635312e-01	3.004810e-05	1.386219e-03
1.053008e-01	1.705960e-01	2.078000e-05	3.285885e-03
1.080245e-01	1.757923e-01	2.561165e-05	3.132365e-03
1.106895e-01	1.841924e-01	1.954251e-05	1.987742e-03
1.134830e-01	1.904432e-01	1.336849e-05	1.855268e-03
1.161585e-01	1.951457e-01	2.021581e-05	1.939519e-03
1.189125e-01	2.039526e-01	1.736041e-05	1.365180e-03
1.216305e-01	2.035760e-01	2.766365e-05	2.969938e-03
1.243219e-01	2.133475e-01	2.402385e-05	2.541386e-03
1.270516e-01	2.198794e-01	1.859674e-05	2.353876e-03
1.297731e-01	2.273896e-01	2.724756e-05	1.494185e-03
1.324738e-01	2.317432e-01	1.934843e-05	1.766017e-03
1.351817e-01	2.387351e-01	1.186970e-05	1.624159e-03
1.379340e-01	2.445460e-01	1.529428e-05	2.295652e-03
1.406686e-01	2.489422e-01	1.926622e-05	2.071282e-03
1.433704e-01	2.542127e-01	2.209603e-05	1.748101e-03
1.461017e-01	2.607494e-01	1.829014e-05	1.923256e-03
1.488348e-01	2.667758e-01	1.544259e-05	1.572934e-03
1.515459e-01	2.722162e-01	1.992499e-05	2.289677e-03
1.542492e-01	2.813462e-01	1.381926e-05	1.567336e-03
1.569331e-01	2.849410e-01	1.390398e-05	1.956856e-03
1.596790e-01	2.896751e-01	1.470204e-05	2.233419e-03
