#1:lambda	2:ipr2	3:lambda_err	4:ipr2_err
1.931185e-02	1.471030e-02	1.967091e-04	1.688101e-03
2.204794e-02	1.391173e-02	1.559527e-04	1.166142e-03
2.501490e-02	1.378608e-02	1.102207e-04	1.477925e-03
2.758752e-02	1.474411e-02	9.526931e-05	1.162847e-03
3.039495e-02	1.400071e-02	1.511344e-04	6.093200e-04
3.309985e-02	1.407649e-02	1.060516e-04	9.273022e-04
3.606262e-02	1.659775e-02	6.893881e-05	1.144380e-03
3.865520e-02	1.647524e-02	5.967856e-05	6.741991e-04
4.152673e-02	1.770094e-02	8.350453e-05	1.202882e-03
4.431516e-02	1.893443e-02	8.445359e-05	3.907157e-04
4.714120e-02	1.982915e-02	5.697517e-05	5.540002e-04
5.007427e-02	2.054857e-02	6.375207e-05	7.759927e-04
5.275022e-02	2.208745e-02	5.062907e-05	8.050158e-04
5.570687e-02	2.262490e-02	4.246373e-05	9.345078e-04
5.841177e-02	2.359628e-02	5.823295e-05	8.495272e-04
6.122140e-02	2.329211e-02	6.008741e-05	8.552733e-04
6.399935e-02	2.624277e-02	3.536787e-05	1.576389e-03
6.685280e-02	2.712486e-02	5.896686e-05	1.007094e-03
6.955787e-02	2.646321e-02	4.782819e-05	1.418513e-03
7.237923e-02	3.059935e-02	3.586331e-05	1.021092e-03
7.517641e-02	3.276521e-02	5.122116e-05	9.129111e-04
7.797735e-02	3.175328e-02	4.345207e-05	1.261645e-03
8.072747e-02	3.387890e-02	3.239457e-05	1.490184e-03
8.356895e-02	3.586836e-02	4.858144e-05	1.312406e-03
8.641003e-02	3.913685e-02	3.168368e-05	6.225604e-04
8.921079e-02	4.078699e-02	4.588391e-05	8.984878e-04
9.202011e-02	4.289146e-02	3.266910e-05	1.745224e-03
9.477962e-02	4.563180e-02	3.651296e-05	1.449420e-03
9.755594e-02	4.696926e-02	3.028058e-05	9.434375e-04
1.003822e-01	5.203964e-02	4.238803e-05	1.110748e-03
1.031989e-01	5.266389e-02	4.826002e-05	1.692387e-03
1.059712e-01	5.558264e-02	2.916630e-05	1.141564e-03
1.088331e-01	6.048251e-02	4.984419e-05	1.051544e-03
1.116351e-01	6.524761e-02	2.882618e-05	1.987882e-03
1.144109e-01	6.660730e-02	4.075158e-05	1.618404e-03
1.171927e-01	7.133973e-02	3.219764e-05	1.042968e-03
1.199884e-01	7.615114e-02	2.527983e-05	2.326430e-03
1.228261e-01	8.354754e-02	2.664301e-05	1.598721e-03
1.255681e-01	8.686246e-02	3.451548e-05	2.268068e-03
1.283752e-01	8.945861e-02	3.504449e-05	2.161293e-03
1.311971e-01	9.576729e-02	1.998866e-05	1.380524e-03
1.340072e-01	1.021150e-01	1.889202e-05	2.622008e-03
1.368281e-01	1.071377e-01	2.287925e-05	1.559703e-03
1.396009e-01	1.122222e-01	2.632775e-05	2.579669e-03
1.424241e-01	1.166919e-01	1.591765e-05	2.976712e-03
1.452048e-01	1.265822e-01	2.422889e-05	3.018312e-03
1.479951e-01	1.339287e-01	1.378411e-05	3.697298e-03
1.508226e-01	1.402141e-01	1.688151e-05	2.288225e-03
1.536056e-01	1.460746e-01	1.966640e-05	3.040341e-03
1.564007e-01	1.537234e-01	1.955246e-05	3.170876e-03
1.591862e-01	1.624988e-01	1.323954e-05	3.269966e-03
1.619997e-01	1.696227e-01	1.773870e-05	2.679783e-03
1.647956e-01	1.768810e-01	1.543405e-05	2.406263e-03
1.676289e-01	1.851866e-01	1.571245e-05	2.739881e-03
1.703857e-01	1.951167e-01	1.412958e-05	3.092826e-03
1.732119e-01	2.034527e-01	1.201135e-05	2.850276e-03
1.759860e-01	2.123764e-01	1.281819e-05	2.937560e-03
1.787767e-01	2.203246e-01	1.703002e-05	1.908756e-03
1.815952e-01	2.252003e-01	1.135604e-05	3.245850e-03
1.843969e-01	2.359898e-01	1.139970e-05	2.291760e-03
1.871813e-01	2.414059e-01	1.048477e-05	2.661612e-03
1.899789e-01	2.501503e-01	1.552864e-05	2.322642e-03
1.928056e-01	2.583877e-01	1.110232e-05	3.057265e-03
1.956011e-01	2.670658e-01	1.249691e-05	2.329918e-03
1.983957e-01	2.736854e-01	1.011730e-05	2.101542e-03
2.012092e-01	2.825237e-01	8.366938e-06	2.140072e-03
2.039972e-01	2.931695e-01	1.036066e-05	2.195908e-03
2.068167e-01	2.964764e-01	1.351682e-05	2.482703e-03
2.095902e-01	3.053300e-01	1.188969e-05	2.224769e-03
2.123817e-01	3.131405e-01	6.371161e-06	1.736331e-03
2.152007e-01	3.209996e-01	1.268362e-05	1.332122e-03
2.179993e-01	3.280844e-01	8.210444e-06	2.135403e-03
2.207960e-01	3.365940e-01	1.321000e-05	1.546416e-03
2.235754e-01	3.427403e-01	9.624618e-06	1.720507e-03
2.263832e-01	3.493783e-01	1.107773e-05	1.446484e-03
2.291761e-01	3.556349e-01	9.544646e-06	1.476405e-03
2.319912e-01	3.617050e-01	9.120448e-06	1.512764e-03
2.347968e-01	3.696260e-01	8.817034e-06	1.306605e-03
2.376095e-01	3.754827e-01	1.101770e-05	1.440866e-03
2.404101e-01	3.831210e-01	8.655610e-06	1.681285e-03
2.432139e-01	3.880175e-01	1.013707e-05	1.494687e-03
2.460131e-01	3.934394e-01	8.801917e-06	1.054593e-03
2.487981e-01	3.996737e-01	8.615523e-06	1.488956e-03
2.516046e-01	4.058282e-01	6.199002e-06	1.091540e-03
2.544083e-01	4.109540e-01	1.084469e-05	1.089401e-03
2.572145e-01	4.167108e-01	9.434210e-06	9.392028e-04
2.599957e-01	4.213217e-01	8.728127e-06	1.048581e-03
2.627886e-01	4.276777e-01	5.512242e-06	1.045231e-03
2.656156e-01	4.320137e-01	8.976835e-06	1.121417e-03
2.683999e-01	4.371504e-01	8.659633e-06	1.072070e-03
2.712079e-01	4.416193e-01	1.044509e-05	8.581025e-04
2.740064e-01	4.468586e-01	6.745894e-06	9.831531e-04
2.768009e-01	4.516710e-01	8.887845e-06	5.317431e-04
2.796046e-01	4.562364e-01	8.440990e-06	7.866486e-04
2.824086e-01	4.613923e-01	7.208223e-06	6.267286e-04
2.852026e-01	4.658792e-01	1.014193e-05	7.890817e-04
2.880146e-01	4.686566e-01	8.072217e-06	7.490074e-04
2.908054e-01	4.740755e-01	6.124788e-06	8.071967e-04
2.936028e-01	4.779186e-01	1.087739e-05	9.030621e-04
2.964070e-01	4.820785e-01	4.584856e-06	7.104165e-04
2.992018e-01	4.850564e-01	7.298000e-06	6.212335e-04
3.020117e-01	4.897816e-01	4.937756e-06	7.495245e-04
3.048060e-01	4.932961e-01	7.235135e-06	7.504757e-04
3.075950e-01	4.964956e-01	5.885754e-06	7.824887e-04
3.104016e-01	5.006225e-01	1.056804e-05	7.710450e-04
3.131835e-01	5.032978e-01	1.017850e-05	8.217338e-04
3.159770e-01	5.059307e-01	1.367611e-05	7.119503e-04
3.187243e-01	5.083421e-01	2.222092e-05	7.757517e-04
3.214888e-01	5.103032e-01	1.387590e-05	8.435587e-04
3.241670e-01	5.130922e-01	5.160361e-05	9.026530e-04
3.269775e-01	5.126148e-01	4.698802e-05	7.866493e-04
3.296781e-01	5.160251e-01	5.228303e-05	1.263361e-03
3.324919e-01	5.159391e-01	1.098376e-04	2.190916e-03
3.353182e-01	5.200525e-01	9.689564e-05	2.186084e-03
3.377944e-01	5.246998e-01	1.290326e-04	4.090933e-03
