#1:lambda	2:ipr2	3:lambda_err	4:ipr2_err
6.998760e-02	5.674177e-03	3.688504e-04	5.065854e-04
7.324498e-02	6.564619e-03	2.894006e-04	7.067945e-04
8.000002e-02	6.798327e-03	1.943740e-04	8.176359e-04
8.438785e-02	6.601971e-03	2.759519e-04	4.165935e-04
8.815453e-02	7.164644e-03	1.955195e-04	7.965485e-04
9.190689e-02	6.081522e-03	2.563116e-04	3.988603e-04
9.521043e-02	6.798365e-03	2.309763e-04	6.682038e-04
9.899984e-02	7.011833e-03	1.738680e-04	5.548564e-04
1.027983e-01	6.712020e-03	1.945417e-04	3.956449e-04
1.064543e-01	7.474125e-03	2.098944e-04	6.560030e-04
1.106410e-01	6.827275e-03	2.033647e-04	5.074961e-04
1.139832e-01	8.553789e-03	2.667223e-04	7.753975e-04
1.171260e-01	7.076532e-03	1.634173e-04	4.722076e-04
1.206151e-01	7.031984e-03	1.580720e-04	5.374382e-04
1.248088e-01	7.424665e-03	1.446603e-04	5.689793e-04
1.281957e-01	7.090807e-03	1.645968e-04	4.031815e-04
1.321175e-01	6.926656e-03	1.150670e-04	5.170659e-04
1.358787e-01	9.357231e-03	1.293499e-04	8.140240e-04
1.395419e-01	7.933336e-03	1.581013e-04	5.452345e-04
1.428699e-01	8.120964e-03	1.177524e-04	7.680225e-04
1.467654e-01	8.830756e-03	1.715955e-04	8.548132e-04
1.503320e-01	9.669593e-03	1.557586e-04	4.419903e-04
1.541728e-01	8.769782e-03	9.418367e-05	6.230151e-04
1.576650e-01	8.908573e-03	1.259433e-04	6.302379e-04
1.614714e-01	9.059785e-03	9.345120e-05	6.587754e-04
1.649529e-01	9.799738e-03	9.814049e-05	8.090543e-04
1.687981e-01	1.025886e-02	1.223346e-04	6.496389e-04
1.723986e-01	9.345449e-03	7.334342e-05	5.971824e-04
1.760497e-01	1.055303e-02	6.383025e-05	4.736559e-04
1.799069e-01	1.075083e-02	1.073055e-04	7.699546e-04
1.832933e-01	1.233121e-02	9.365604e-05	5.953623e-04
1.871138e-01	1.205399e-02	8.595709e-05	7.778443e-04
1.909076e-01	1.393285e-02	8.042184e-05	5.852735e-04
1.944606e-01	1.407597e-02	8.308573e-05	5.653422e-04
1.980636e-01	1.439224e-02	8.696455e-05	7.130142e-04
2.018801e-01	1.523406e-02	1.058535e-04	6.133310e-04
2.055304e-01	1.513404e-02	6.324058e-05	6.559767e-04
