#1:lambda	2:ipr2	3:lambda_err	4:ipr2_err
8.073305e-02	8.007223e-03	3.784151e-04	8.385357e-04
9.962705e-02	6.303866e-03	4.660791e-04	8.672614e-04
1.041475e-01	5.935301e-03	3.147138e-04	7.000109e-04
1.086428e-01	6.032067e-03	3.352749e-04	7.319678e-04
1.138064e-01	5.214672e-03	3.945848e-04	6.309650e-04
1.177278e-01	5.668693e-03	4.309286e-04	4.214952e-04
1.226138e-01	6.147600e-03	4.636809e-04	7.048655e-04
1.267896e-01	6.388299e-03	3.590469e-04	4.469500e-04
1.324448e-01	6.556667e-03	4.193404e-04	1.026017e-03
1.368105e-01	6.388881e-03	1.808879e-04	1.118857e-03
1.414889e-01	6.384634e-03	2.798923e-04	4.292366e-04
1.459994e-01	5.852645e-03	2.046951e-04	4.028935e-04
1.509236e-01	5.107425e-03	2.722175e-04	6.031821e-04
1.552567e-01	7.576590e-03	2.843417e-04	5.709827e-04
1.598194e-01	6.767596e-03	2.181161e-04	7.408980e-04
1.646605e-01	8.104543e-03	1.822937e-04	1.020572e-03
1.692049e-01	6.058969e-03	2.616413e-04	7.723450e-04
1.738874e-01	5.892124e-03	1.900564e-04	4.400962e-04
1.786575e-01	7.324961e-03	1.564542e-04	5.859514e-04
1.835497e-01	6.995382e-03	1.610378e-04	8.205657e-04
1.878168e-01	6.758372e-03	1.282703e-04	5.051086e-04
1.924103e-01	7.435603e-03	2.724296e-04	6.602213e-04
1.973637e-01	6.389150e-03	2.024279e-04	5.772758e-04
2.018456e-01	7.467243e-03	2.066753e-04	6.112830e-04
2.064521e-01	8.999360e-03	1.574827e-04	3.465048e-04
2.108348e-01	9.362183e-03	1.748943e-04	7.298058e-04
2.156757e-01	1.018133e-02	1.665377e-04	7.027676e-04
2.203834e-01	1.017451e-02	1.801676e-04	8.641706e-04
2.248228e-01	1.174978e-02	1.334241e-04	1.083772e-03
2.292086e-01	1.085690e-02	2.153181e-04	6.988980e-04
2.342240e-01	1.114655e-02	1.440397e-04	6.724639e-04
2.387970e-01	1.220782e-02	1.757143e-04	7.620111e-04
2.435380e-01	1.090713e-02	9.479806e-05	4.391562e-04
2.483274e-01	1.296064e-02	1.216766e-04	7.419156e-04
2.528159e-01	1.597037e-02	6.682691e-05	7.438006e-04
2.574519e-01	1.544680e-02	1.664099e-04	8.255857e-04
2.619263e-01	1.869405e-02	7.852023e-05	1.393495e-03
2.665290e-01	2.172401e-02	9.517963e-05	9.725021e-04
2.712834e-01	2.182171e-02	6.759376e-05	8.946244e-04
2.758541e-01	2.505135e-02	7.134374e-05	1.109456e-03
2.806263e-01	2.614940e-02	6.192408e-05	1.103922e-03
2.852351e-01	2.913504e-02	6.840352e-05	7.082907e-04
2.899954e-01	3.419729e-02	7.935947e-05	6.568507e-04
2.945397e-01	3.474294e-02	6.845449e-05	8.714463e-04
2.991239e-01	4.081494e-02	6.649816e-05	1.198985e-03
